,TIME_PERIOD,Sector,OBS_VALUE
4044,2022,Research/scientific institutions,6.147209
4045,2022,Responsible business conduct,0.833163
4046,2022,River basins development,7.467442
4047,2022,Road transport,101.805758
4048,2022,Rural development,69.822585
4049,2022,STD control including HIV/AIDS,212.611092
4050,2022,Sanitation - large systems,44.207528
4051,2022,School feeding,9.345218
4052,2022,Secondary education,52.124621
4053,2022,Sector allocable,3481.760922
4054,2022,Sectors not specified,58.49875
4055,2022,Security system management and reform,0.203843
4056,2022,Site preservation,0.295331
4057,2022,Small and medium-sized enterprises (SME) development,38.043228
4058,2022,Social dialogue,0.670867
4059,2022,Social infrastructure and services,2332.219966
4060,2022,Social mitigation of HIV/AIDS,0.026213
4061,2022,Social protection,358.297175
4062,2022,Solar energy for centralised grids,2.092155
4063,2022,Solar energy for isolated grids and standalone systems,0.068653
4064,2022,Statistical capacity building,0.579137
4065,2022,Teacher training,29.974396
4066,2022,Technological research and development,2.549645
4067,2022,Telecommunications,1.130678
4068,2022,"Textiles, leather and substitutes",2.809746
4069,2022,Tourism,0.312258
4070,2022,Tourism policy and administrative management,0.312258
4071,2022,Trade education/training,0.043544
4072,2022,Trade facilitation,16.191425
4073,2022,Trade policies and regulations,16.994449
4074,2022,Trade policy and administrative management,0.75948
4075,2022,Transport and storage,124.267376
4076,2022,Transport policy and administrative management,22.189076
4077,2022,Tuberculosis control,27.896318
4078,2022,Unallocated / unspecified,58.900313
4079,2022,Upper secondary education,10.803604
4080,2022,Urban development and management,25.81568
4081,2022,Vocational training,41.321017
4082,2022,Waste management/disposal,0.232697
4083,2022,Water resources conservation (including data collection),2.390802
4084,2022,Water sector policy and administrative management,77.968548
4085,2022,Water supply & sanitation,244.550293
4086,2022,Water supply - large systems,5.506157
4087,2022,Water supply and sanitation - large systems,49.865298
4088,2022,Wind energy,0.078469
4089,2022,"Women's rights organisations and movements, and government institutions",25.716518
4090,2023,Administrative costs (non-sector allocable),61.756212
4091,2023,Administrative costs of donors,61.756212
4092,2023,Advanced technical and managerial training,2.178432
4093,2023,Agricultural alternative development,0.00051
4094,2023,Agricultural co-operatives,4.60345
4095,2023,Agricultural development,98.385979
4096,2023,Agricultural education/training,4.054043
4097,2023,Agricultural extension,13.187788
4098,2023,Agricultural financial services,3.616901
4099,2023,Agricultural inputs,11.922773
4100,2023,Agricultural land resources,34.780874
4101,2023,Agricultural policy and administrative management,91.768203
4102,2023,Agricultural research,3.030444
4103,2023,Agricultural services,8.897692
4104,2023,Agricultural water resources,49.480733
4105,2023,Agriculture,546.349799
4106,2023,"Agriculture, forestry, fishing",566.044477
4107,2023,Agro-industries,15.547541
4108,2023,Air transport,0.184176
4109,2023,All sectors,5722.317076
4110,2023,Anti-corruption organisations and institutions,0.009351
4111,2023,Banking and financial services,109.860471
4112,2023,Basic drinking water supply,9.761532
4113,2023,Basic drinking water supply and basic sanitation,39.075046
4114,2023,Basic education,157.931501
4115,2023,Basic health,509.535878
4116,2023,Basic health care,71.161521
4117,2023,Basic health infrastructure,14.363315
4118,2023,Basic life skills for adults,3.090936
4119,2023,Basic life skills for youth,1.137832
4120,2023,Basic nutrition,30.422017
4121,2023,Basic sanitation,11.162091
4122,2023,Biodiversity,18.011602
4123,2023,Biosphere protection,0.721869
4124,2023,Business and other services,31.327946
4125,2023,Business development services,5.994595
4126,2023,Business policy and administration,24.981678
4127,2023,COVID-19 control,43.246628
4128,2023,Child soldiers (prevention and demobilisation),0.07
4129,2023,"Civilian peace-building, conflict prevention and resolution",50.534871
4130,2023,Commodity aid / General programme assistance,244.168663
4131,2023,Communications,21.653403
4132,2023,Communications policy and administrative management,17.564964
4133,2023,"Conflict, peace and security",55.38014
4134,2023,Construction,0.432526
4135,2023,Construction policy and administrative management,0.432526
4136,2023,Cottage industries and handicraft,0.11572
4137,2023,Culture and recreation,3.619067
4138,2023,Decentralisation and support to subnational government,8.057286
4139,2023,Democratic participation and civil society,26.441951
4140,2023,Development food assistance,244.168663
4141,2023,Disaster prevention and preparedness,104.628484
4142,2023,Disaster risk reduction,1.745249
4143,2023,Domestic revenue mobilisation,1.430667
4144,2023,Early childhood education,11.692565
4145,2023,Economic infrastructure and services,406.68102
4146,2023,Education,322.431569
4147,2023,Education and training in transport and storage,0.006519
4148,2023,Education and training in water supply and sanitation,9.315102
4149,2023,Education facilities and training,6.816989
4150,2023,Education policy and administrative management,32.105049
4151,2023,"Education, level unspecified",58.941582
4152,2023,Education/training in banking and financial services,1.180521
4153,2023,Educational research,0.143295
4154,2023,Elections,3.134011
4155,2023,Electric power transmission and distribution (centralised grids),45.330452
4156,2023,Emergency food assistance,480.755748
4157,2023,Emergency response,1560.427274
4158,2023,Employment creation,31.940481
4159,2023,Ending violence against women and girls,19.034344
4160,2023,Energy,119.301554
4161,2023,Energy conservation and demand-side efficiency,0.077622
4162,2023,Energy distribution,45.330452
4163,2023,"Energy generation, renewable sources",55.452448
4164,2023,"Energy generation, renewable sources - multiple technologies",6.608006
4165,2023,Energy policy,18.518654
4166,2023,Energy policy and administrative management,18.120844
4167,2023,Energy research,0.320188
4168,2023,Engineering,0.949456
4169,2023,Environmental education/training,1.806038
4170,2023,Environmental policy and administrative management,34.556422
4171,2023,Environmental research,0.797207
4172,2023,"Facilitation of orderly, safe, regular and responsible migration and mobility",55.717873
4173,2023,Family planning,25.818027
4174,2023,Financial policy and administrative management,25.104005
4175,2023,Fishery development,6.718133
4176,2023,Fishing,6.727815
4177,2023,Fishing policy and administrative management,0.009682
4178,2023,Food assistance,244.168663
4179,2023,Food crop production,16.705216
4180,2023,Food safety and quality,0.631324
4181,2023,Food security policy and administrative management,21.197693
4182,2023,Forestry,12.966863
4183,2023,Forestry development,3.552919
4184,2023,Forestry policy and administrative management,9.413944
4185,2023,Formal sector financial intermediaries,56.068421
4186,2023,General environment protection,57.11379
4187,2023,Geothermal energy,24.383662
4188,2023,Government and civil society,226.586525
4189,2023,"Government and civil society, general",171.206385
4190,2023,Health,659.765016
4191,2023,Health education,5.786276
4192,2023,Health personnel development,3.106052
4193,2023,Health policy and administrative management,105.733797
4194,2023,"Health, general",150.047397
4195,2023,Higher education,37.185347
4196,2023,Household food security programmes,15.155753
4197,2023,Human rights,13.460003
4198,2023,Humanitarian aid,1673.007319
4199,2023,Immediate post-emergency reconstruction and rehabilitation,7.951561
4200,2023,Industrial crops/export crops,0.075692
4201,2023,Industrial development,6.491262
4202,2023,Industrial policy and administrative management,7.579132
4203,2023,Industry,60.79251
4204,2023,"Industry, mining, construction",62.555844
4205,2023,Infectious disease control,234.235696
4206,2023,Informal/semi-formal financial intermediaries,27.422744
4207,2023,Information and communication technology (ICT),2.839448
4208,2023,Labour rights,3.359398
4209,2023,Legal and judicial development,6.933051
4210,2023,Legislatures and political parties,0.410208
4211,2023,Livestock,183.969757
4212,2023,Livestock/veterinary services,21.590232
4213,2023,Lower secondary education,1.57974
4214,2023,Macroeconomic policy,0.112528
4215,2023,Malaria control,74.206374
4216,2023,Material relief assistance and services,331.994191
4217,2023,Media and free flow of information,2.117836
4218,2023,Medical education/training,2.924731
4219,2023,Medical research,2.059025
4220,2023,Medical services,39.329844
4221,2023,Mineral prospection and exploration,0.069849
4222,2023,Mineral resources and mining,1.330808
4223,2023,Mineral/mining policy and administrative management,0.583396
4224,2023,Monetary institutions,0.08478
4225,2023,Multi-hazard response preparedness,104.628484
4226,2023,Multi-sector / Cross-cutting,181.324823
4227,2023,Multisector aid,10.810434
4228,2023,Multisector aid for basic social services,179.643584
4229,2023,Multisector education/training,2.37204
4230,2023,"NCDs control, general",0.009765
4231,2023,Narcotics control,0.625114
4232,2023,Non-communicable diseases (NCDs),0.181741
4233,2023,Other multisector,124.211033
4234,2023,Other prevention and treatment of NCDs,0.107519
4235,2023,Other social infrastructure and services,654.694694
4236,2023,Personnel development for population and reproductive health,2.171383
4237,2023,Plant and post-harvest protection and pest control,0.279512
4238,2023,Population policies/Programmes & reproductive health,323.079761
4239,2023,Population policy and administrative management,11.392468
4240,2023,Post-secondary education,39.363779
4241,2023,Precious metals/materials,0.677563
4242,2023,Primary education,129.782252
4243,2023,Primary education equivalent for adults,0.005363
4244,2023,Privatisation,0.000712
4245,2023,Production sectors,638.158565
4246,2023,Promotion of development awareness (non-sector allocable),0.619234
4247,2023,Promotion of mental health and well-being,0.043967
4248,2023,Public finance management (PFM),2.863878
4249,2023,Public sector policy and administrative management,5.806843
4250,2023,Radio/television/print media,0.089932
4251,2023,Reconstruction relief and rehabilitation,7.951561
4252,2023,Regional trade agreements (RTAs),0.021351
4253,2023,Relief co-ordination and support services,747.677335
4254,2023,Removal of land mines and explosive remnants of war,3.403827
4255,2023,Reproductive health care,93.129775
4256,2023,Research for prevention and control of NCDs,0.02049
4257,2023,Research/scientific institutions,4.948045
4258,2023,Responsible business conduct,0.350961
4259,2023,River basins development,16.521625
